DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM
1172,SW-120S,50,1,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,20,110
1173,SW-120ST,50,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,20,110
1174,SW-120T,50,3,1-1/4,1kW,25,"1""",3,140,28,92,,https://www.hungpump.com/sw,15,125
1175,SW-220,50,1,2,1.5kW,50,"2""",N/A,630,24,79,,https://www.hungpump.com/sw,15,410
1176,SW-220T,50,3,2,1.5kW,50,"2""",N/A,630,24,79,,https://www.hungpump.com/sw,15,410
1177,SW-250,50,1,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1178,SW-250,50,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,20,235
1179,SW-250S,50,1,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,25,180
1180,SW-250ST,50,3,2.5,1.85kW,32,"1-1/4""",3,300,30,98,,https://www.hungpump.com/sw,25,180
1181,SW-320,50,1,3,2.2kW,50,"2""",N/A,650,29,95,,https://www.hungpump.com/sw,18,500
1182,SW-320T,50,3,3,2.2kW,50,"2""",N/A,650,29,95,,https://www.hungpump.com/sw,18,500
1183,SW-420,50,3,4,3kW,50,"2""",N/A,680,31,102,,https://www.hungpump.com/sw,18,540
1184,SW-420T,50,3,4,3kW,50,"2""",3,680,31,102,,https://www.hungpump.com/sw,18,540
1185,SW-60,50,1,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1186,SW-60S,50,1,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,15,35
1187,SW-60ST,50,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,15,35
1188,SW-60T,50,3,1/2,400W,25,"1""",3,120,17,56,,https://www.hungpump.com/sw,10,85
1189,SWO-220,50,1,2,1.5kW,50,"2""",8,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1190,SWO-220T,50,3,2,1.5kW,50,"2""",8,620,14,46,Booster,https://www.hungpump.com/swo,8,430
1191,SWO-320,50,1,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1192,SWO-320T,50,3,3,2.2kW,50,"2""",8,660,16,52,Booster,https://www.hungpump.com/swo,10,490
1193,SWO-420T,50,3,4,3kW,50,"2""",8,730,20,66,Booster,https://www.hungpump.com/swo,12,560
1194,SWO-60,50,1,1/2,400W,25,"1""",N/A,150,12,39,Booster,https://www.hungpump.com/swo,9,60
1195,SWO-60T,50,3,1/2,400W,25,"1""",N/A,150,12,39,Booster,https://www.hungpump.com/swo,9,60
1196,SWO-120,50,1,1-1/4,1kW,50,"2""",18,500,10,33,Booster,https://www.hungpump.com/swo,6,380
1197,SWO-120T,50,1,1-1/4,1kW,50,"2""",18,500,10,33,Booster,https://www.hungpump.com/swo,6,380
1198,SWP-10,50,1,1,0.75kW,50,"2""",N/A,350,12,39,,https://www.hungpump.com/swp,7,250
1199,SWP-20,50,1,2,1.5kW,50,"2""",N/A,500,19,62,,https://www.hungpump.com/swp,12,360
1200,SWP-30,50,1,3,2.2kW,50,"2""",N/A,600,21,69,,https://www.hungpump.com/swp,13,430
1201,SWP-30,50,3,3,2.2kW,50,"2""",N/A,600,21,69,,https://www.hungpump.com/swp,13,430
1202,SWP-40,50,3,4,3kW,50,"2""",2,650,22,72,,https://www.hungpump.com/swp,15,450
1203,SWP-40T,50,3,4,3kW,69,"2-3/4""",,650,25,82,,https://www.hungpump.com/swp,14,530
1204,TP-40,50,1,1/2,400W,20,"3/4""",N/A,40,4,13,,https://www.hungpump.com/tp,2,28
1205,UP-906A,50,1,1,750W,,,,,,-,,https://www.hungpump.com/up,,
1206,BCP-20,60,1,1/2,400W,,,,,,-,,https://www.hungpump.com/bcp,,
1207,CBP-330,60,1,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1208,CBP-330,60,3,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1209,CBP-330,60,3,3,2.2kW,80,"3""",3,1200,11.5,38,Clean Water,https://www.hungpump.com/cbp,6,1080
1210,CBP-440,60,3,4,3kW,100,"4""",3,1300,13,43,Clean Water,https://www.hungpump.com/cbp,8,1070
1211,CBP-440,60,3,4,3kW,100,"4""",3,1300,13,43,Clean Water,https://www.hungpump.com/cbp,8,1070
1212,CBP-540,60,3,5,3.7kW,100,"4""",3,1550,17.5,57,Clean Water,https://www.hungpump.com/cbp,12,1130
1213,CBP-540,60,3,5,3.7kW,100,"4""",3,1550,17.5,57,Clean Water,https://www.hungpump.com/cbp,12,1130
1214,CBP-740,60,3,7.5,5.5kW,100,"4""",3,1700,23,75,Clean Water,https://www.hungpump.com/cbp,14,1380
1215,CBP-740,60,3,7.5,5.5kW,100,"4""",3,1700,23,75,Clean Water,https://www.hungpump.com/cbp,14,1380
1216,GP-90,60,1,1/4,200W,25,"1""",N/A,40,32,106,Construction,https://www.hungpump.com/gp,20,20
1217,GP-90S,60,1,1/4,200W,25,"1""",N/A,40,32,106,Construction,https://www.hungpump.com/gp,20,20
1218,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1219,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1220,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1221,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1222,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1223,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1224,HI-168,60,1,1/4,200W,20,"3/4""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1225,HI-168,60,1,1/4,200W,25,"1""",N/A,35,28,92,Booster,https://www.hungpump.com/hi,15,22
1226,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1227,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1228,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1229,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1230,HI-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1231,HI-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1232,HI-200S,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1233,HI-200S,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1234,HI-200S,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1235,HI-200S,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1236,HI-200S,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1237,HI-200S,60,1,1/4,200W,25,"1""",N/A,60,25,82,Booster,https://www.hungpump.com/hi,15,38
1238,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20,50
1239,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20,50
1240,HI-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,Booster,https://www.hungpump.com/hi,20,50
1241,HMD-06,60,1,1/10,65W,20,"3/4""",N/A,45,6.5,21,,https://www.hungpump.com/hmd,4,27
1242,HMD-06,60,1,1/10,65W,20,"3/4""",N/A,45,6.5,21,,https://www.hungpump.com/hmd,4,27
1243,HMD-09,60,1,1/8,90W,25,"1""",N/A,70,9.5,31,,https://www.hungpump.com/hmd,6,30
1244,HMD-09,60,1,1/8,90W,25,"1""",N/A,70,9.5,31,,https://www.hungpump.com/hmd,6,30
1245,HMD-150,60,3,2,1.5kW,40,"1-1/2""",N/A,422,23,75,,https://www.hungpump.com/hmd,12,320
1246,HMD-150,60,3,2,1.5kW,40,"1-1/2""",N/A,422,23,75,,https://www.hungpump.com/hmd,12,320
1247,HMD-18,60,1,1/5,180W,25,"1""",N/A,87,9.7,32,,https://www.hungpump.com/hmd,6,52
1248,HMD-18,60,1,1/5,180W,25,"1""",N/A,87,9.7,32,,https://www.hungpump.com/hmd,6,52
1249,HMD-220,60,3,3,2.2kW,40,"1-1/2""",N/A,545,22,72,,https://www.hungpump.com/hmd,12,420
1250,HMD-220,60,3,3,2.2kW,40,"1-1/2""",N/A,545,22,72,,https://www.hungpump.com/hmd,12,420
1251,HMD-25,60,1,1/3,250W,25,"1""",N/A,110,12,39,,https://www.hungpump.com/hmd,7,72
1252,HMD-25,60,1,1/3,250W,25,"1""",N/A,110,12,39,,https://www.hungpump.com/hmd,7,72
1253,HMD-350,60,3,5,3.7kW,50,"2""",N/A,650,24,79,,https://www.hungpump.com/hmd,12,510
1254,HMD-350,60,3,5,3.7kW,50,"2""",N/A,650,24,79,,https://www.hungpump.com/hmd,12,510
1255,HMD-37,60,1,1/2,400W,40,"1-1/2""",N/A,280,11.5,38,,https://www.hungpump.com/hmd,8,180
1256,HMD-37,60,1,1/2,400W,40,"1-1/2""",N/A,280,11.5,38,,https://www.hungpump.com/hmd,8,180
1257,HMD-75,60,1,1,750W,40,"1-1/2""",N/A,360,19,62,,https://www.hungpump.com/hmd,12,215
1258,HMD-75,60,1,1,750W,40,"1-1/2""",N/A,360,19,62,,https://www.hungpump.com/hmd,12,215
1259,HOME-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1260,HOME-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1261,HOME-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1262,HOME-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1263,HOME-200,60,1,1/4,200W,20,"3/4""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1264,HOME-200,60,1,1/4,200W,25,"1""",N/A,60,25,82,,https://www.hungpump.com/home,15,38
1265,HOME-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,,https://www.hungpump.com/home,20,50
1266,HOME-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,,https://www.hungpump.com/home,20,50
1267,HOME-400,60,1,1/2,400W,25,"1""",N/A,70,28,92,,https://www.hungpump.com/home,20,50
1268,HTS75,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,,https://www.hungpump.com/hts,6,135
1269,HWCPⅡ,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1270,HWCPⅡ,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1271,HWCPⅡ-FS,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1272,HWCPⅡ-FS,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1273,HWCPⅡ-FT,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1274,HWCPⅡ-FT,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1275,HWCPⅡ-ST,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1276,HWCPⅡ-ST,60,1,3/4,550W,32,"1-1/4""",N/A,165,11,36,BLDC,https://www.hungpump.com/data-234533,6,135
1279,JA-200,60,1,1/4,200W,25,"1""",N/A,80,18,59,Booster,https://www.hungpump.com/ja,12,45
1280,JA-200,60,1,1/4,200W,25,"1""",N/A,80,18,59,Booster,https://www.hungpump.com/ja,12,45
1281,JA-80,60,1,1/10,80W,20,"3/4""",1,26,10,33,Booster,https://www.hungpump.com/ja,6,13
1282,JA-80,60,1,1/10,80W,20,"3/4""",1,26,10,33,Booster,https://www.hungpump.com/ja,6,13
1283,JA-80S,60,1,1/10,80W,20,"3/4""",1,26,10,33,Booster,https://www.hungpump.com/ja,6,13
1284,JA-80S,60,1,1/10,80W,20,"3/4""",1,26,10,33,Booster,https://www.hungpump.com/ja,6,13
1285,LSJ-05,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1286,LSJ-05,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1287,LSJ-05,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1288,LSJ-05,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1289,LSJ-05D,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1290,LSJ-05E,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1291,LSJ-05E,60,1,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1292,LSJ-05E,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1293,LSJ-05E,60,3,1/2,400W,25,"1""",N/A,60,36,118,Booster,https://www.hungpump.com/lsj,20,27
1294,LSJ-10,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1295,LSJ-10-24H,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1296,LSJ-10,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1297,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1298,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1299,LSJ-10,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1300,LSJ-10E,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1301,LSJ-10E,60,1,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1302,LSJ-10E,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1303,LSJ-10E,60,3,1,750W,25,"1""",N/A,75,42,138,Booster,https://www.hungpump.com/lsj,30,28
1304,MT-105,60,1,3,2.2kW,50,"2""",2,320,50,164,Booster,https://www.hungpump.com/mt,30,240
1305,MT-105,60,3,3,2.2kW,50,"2""",2,320,50,164,Booster,https://www.hungpump.com/mt,30,240
1306,MT-43,60,1,1,750W,25,"1""",2,130,37,121,Booster,https://www.hungpump.com/mt,20,68
1307,MT-43,60,3,1,750W,25,"1""",2,130,37,121,Booster,https://www.hungpump.com/mt,20,68
1308,MT-44,60,1,1.5,1.1kW,25,"1""",2,130,50,164,Booster,https://www.hungpump.com/mt,30,65
1309,MT-44,60,3,1.5,1.1kW,25,"1""",2,130,50,164,Booster,https://www.hungpump.com/mt,30,65
1310,MT-45,60,1,2,1.5kW,25,"1""",2,130,60,197,Booster,https://www.hungpump.com/mt,40,68
1311,MT-45,60,3,2,1.5kW,25,"1""",2,130,60,197,Booster,https://www.hungpump.com/mt,40,68
1312,MT-46,60,1,2,1.5kW,25,"1""",2,130,75,246,Booster,https://www.hungpump.com/mt,50,65
1313,MT-46,60,3,2,1.5kW,25,"1""",2,130,75,246,Booster,https://www.hungpump.com/mt,50,65
1314,MT-83,60,1,1.5,1.1kW,25,"1""",2,320,31,102,Booster,https://www.hungpump.com/mt,20,180
1315,MT-83,60,3,1.5,1.1kW,25,"1""",2,320,31,102,Booster,https://www.hungpump.com/mt,20,180
1316,MT-84,60,1,2,1.5kW,25,"1""",2,320,40,131,Booster,https://www.hungpump.com/mt,30,130
1317,MT-84,60,3,2,1.5kW,25,"1""",2,320,40,131,Booster,https://www.hungpump.com/mt,30,130
1318,MT-85,60,1,3,2.2kW,25,"1""",2,320,47,154,Booster,https://www.hungpump.com/mt,30,180
1319,MT-85,60,3,3,2.2kW,25,"1""",2,320,47,154,Booster,https://www.hungpump.com/mt,30,180
1320,MTS-161,60,1,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts,10,420
1321,MTS-161,60,3,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts,10,420
1322,MTS-161,60,3,3,2.2kW,50,"2""",N/A,550,18,59,,https://www.hungpump.com/mts,10,420
1323,MTS-162,60,3,4,3kW,50,"2""",N/A,550,37,121,,https://www.hungpump.com/mts,20,420
1324,MTS-162,60,3,4,3kW,50,"2""",N/A,550,37,121,,https://www.hungpump.com/mts,20,420
1325,MTS-162T,60,3,4,3kW,50,"2""",N/A,550,37,121,,https://www.hungpump.com/mts,20,420
1326,MTS-163,60,3,5,3.7kW,50,"2""",N/A,550,55,180,,https://www.hungpump.com/mts,30,420
1327,MTS-163,60,4,5,3.7kW,50,"2""",N/A,550,55,180,,https://www.hungpump.com/mts,30,420
1328,MTS-163T,60,3,5,3.7kW,50,"2""",N/A,550,55,180,,https://www.hungpump.com/mts,30,420
1329,MTS-32,60,1,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1330,MTS-32,60,1,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1331,MTS-32,60,3,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1332,MTS-32,60,3,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1333,MTS-32T,60,3,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1334,MTS-32+S3,60,1,1/2,400W,25,"1""",N/A,90,28,92,,https://www.hungpump.com/mts,20,55
1335,MTS-33,60,1,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts,30,55
1336,MTS-33,60,1,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts,30,55
1337,MTS-33T,60,3,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts,30,55
1338,MTS-33T,60,3,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts,30,55
1339,MTS-33T,60,3,3/4,550W,25,"1""",N/A,90,40,131,,https://www.hungpump.com/mts,30,55
1340,MTS-34,60,1,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1341,MTS-34,60,1,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1342,MTS-34+S3,60,1,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1343,MTS-34T,60,3,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1344,MTS-34T,60,3,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1345,MTS-34T,60,3,1,750W,25,"1""",N/A,90,55,180,,https://www.hungpump.com/mts,40,55
1346,MTS-35,60,1,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts,50,55
1347,MTS-35,60,1,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts,50,55
1348,MTS-35T,60,3,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts,50,55
1349,MTS-35T,60,3,1.5,1.1kW,25,"1""",N/A,90,68,223,,https://www.hungpump.com/mts,50,55
1350,MTS-36,60,1,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts,50,70
1351,MTS-36,60,3,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts,50,70
1352,MTS-36,60,3,2,1.5kW,25,"1""",N/A,90,82,269,,https://www.hungpump.com/mts,50,70
1353,MTS-52,60,1,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts,20,95
1354,MTS-52,60,1,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts,20,95
1355,MTS-52,60,3,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts,20,95
1356,MTS-52,60,3,3/4,550W,25,"1""",N/A,145,28,92,,https://www.hungpump.com/mts,20,95
1357,MTS-53,60,1,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1358,MTS-53,60,1,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1359,MTS-53+S3,60,1,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1360,MTS-53,60,3,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1361,MTS-53,60,3,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1362,MTS-53T,60,3,1,750W,25,"1""",N/A,145,42,138,,https://www.hungpump.com/mts,30,95
1363,MTS-54,60,1,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts,40,95
1364,MTS-54,60,1,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts,40,95
1365,MTS-54,60,3,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts,40,95
1366,MTS-54,60,3,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts,40,95
1367,MTS-54T,60,3,1.5,1.1kW,25,"1""",N/A,145,55,180,,https://www.hungpump.com/mts,30,115
1368,MTS-55,60,1,2,1.5kW,25,"1""",N/A,145,68,223,,https://www.hungpump.com/mts,50,95
1369,MTS-55,60,3,2,1.5kW,25,"1""",N/A,145,68,223,Booster,https://www.hungpump.com/mts,50,95
1370,MTS-55T,60,3,2,1.5kW,25,"1""",N/A,145,68,223,Booster,https://www.hungpump.com/mts,50,95
1371,MTS-82,60,1,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts,20,200
1372,MTS-82+S3,60,1,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts,20,200
1373,MTS-82,60,3,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts,20,200
1374,MTS-82,60,3,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts,20,200
1375,MTS-82T,60,3,2,1.5kW,40,"1-1/2""",N/A,330,30,98,Booster,https://www.hungpump.com/mts,20,200
1376,MTS-83,60,1,3,2.2kW,40,"1-1/2""",N/A,330,45,148,Booster,https://www.hungpump.com/mts,30,200
1377,MTS-83,60,3,3,2.2kW,40,"1-1/2""",N/A,330,45,148,Booster,https://www.hungpump.com/mts,30,200
1378,MTS-83,60,3,3,2.2kW,40,"1-1/2""",N/A,330,45,148,,https://www.hungpump.com/mts,30,200
1379,MTS-83T,60,3,3,2.2kW,40,"1-1/2""",N/A,330,45,148,,https://www.hungpump.com/mts,30,200
1380,MTS-84,60,3,4,3kW,40,"1-1/2""",N/A,330,60,197,,https://www.hungpump.com/mts,40,200
1381,MTS-84,60,3,4,3kW,40,"1-1/2""",N/A,330,60,197,,https://www.hungpump.com/mts,40,200
1382,MTS-84T,60,3,4,3kW,40,"1-1/2""",N/A,330,60,197,,https://www.hungpump.com/mts,40,200
1383,MTS-85,60,3,5,3.7kW,40,"1-1/2""",N/A,330,72,236,,https://www.hungpump.com/mts,50,200
1384,MTS-85,60,3,5,3.7kW,40,"1-1/2""",N/A,330,72,236,,https://www.hungpump.com/mts,50,200
1385,SC-30,60,3,3,2.2kW,,,,,,-,,https://www.hungpump.com/sc,,
1386,SC-30,60,3,3,2.2kW,,,,,,-,,https://www.hungpump.com/sc,,
1387,SC-50,60,3,5,3.7kW,,,,,,-,,https://www.hungpump.com/sc,,
1388,SC-50,60,3,5,3.7kW,,,,,,-,,https://www.hungpump.com/sc,,
1389,SC-75,60,3,7.5,5.5kW,,,,,,-,,https://www.hungpump.com/sc,,
1390,SC-75,60,3,7.5,5.5kW,,,,,,-,,https://www.hungpump.com/sc,,
1391,SMC-05,60,1,1/2,0.37W,,,,,,-,,https://www.hungpump.com/smc,,
1392,SMC-10,60,1,1/3,0.37W,,,,,,-,,https://www.hungpump.com/smc,,
1393,SMC-20,60,2,1/4,0.37W,,,,,,-,,https://www.hungpump.com/smc,,
1394,SMP-10,60,1,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1395,SMP-10,60,1,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1396,SMP-10,60,3,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1397,SMP-10,60,3,1,750W,40,"1-1/2""",N/A,310,14,46,Clean Water,https://www.hungpump.com/smp,9,175
1398,SMP-20,60,1,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1399,SMP-20,60,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1400,SMP-20,60,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1401,SMP-20T,60,3,2,1.5kW,50,"2""",N/A,460,16,52,Clean Water,https://www.hungpump.com/smp,9,350
1402,SMP-30,60,1,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1403,SMP-30,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1404,SMP-30,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1405,SMP-30T,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1406,SMP-30T,60,3,3,2.2kW,50,"2""",N/A,520,20,66,Clean Water,https://www.hungpump.com/smp,12,395
1407,SPA-07,60,1,1,750W,40,"1-1/2""",N/A,,,-,,https://www.hungpump.com/spa,,
1408,SPA-10,60,1,1,750W,40,"1-1/2""",N/A,320,13.5,44,,https://www.hungpump.com/spa,8,190
1409,SPA-10,60,1,1,750W,40,"1-1/2""",N/A,320,13.5,44,,https://www.hungpump.com/spa,8,190
1410,SPA-150B,60,1,1.5,1100W,40,"1-1/2""",N/A,350,15.5,51,,https://www.hungpump.com/spa,10,145
1411,SPA-150B,60,1,1.5,1100W,40,"1-1/2""",N/A,350,15.5,51,,https://www.hungpump.com/spa,10,145
1412,SW-120,60,1,1-1/4,1kW,25,"1""",N/A,140,28,92,,https://www.hungpump.com/sw,15,125
1413,SW-120,60,1,1-1/4,1kW,25,"1""",N/A,140,28,92,,https://www.hungpump.com/sw,15,125
